기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,점포_수,개업_점포_수,폐업_점포_수,프랜차이즈_점포_수
20241,11230600,답십리1동,CS100010,커피-음료,31,1,3,15
20241,11230610,답십리2동,CS100010,커피-음료,23,0,0,11
20241,11230650,장안1동,CS100010,커피-음료,64,5,4,32
20241,11230660,장안2동,CS100010,커피-음료,54,2,2,24
20241,11230705,청량리동,CS100010,커피-음료,34,1,0,8
20241,11230710,회기동,CS100010,커피-음료,81,2,6,22
20241,11230720,휘경1동,CS100010,커피-음료,24,2,3,8
20241,11230730,휘경2동,CS100010,커피-음료,48,5,3,7
20241,11230740,이문1동,CS100010,커피-음료,54,3,1,20
20241,11230750,이문2동,CS100010,커피-음료,16,1,1,2
20241,11260520,면목2동,CS100010,커피-음료,35,2,6,6
20241,11260540,면목4동,CS100010,커피-음료,23,0,0,6
20241,11260550,면목5동,CS100010,커피-음료,14,1,1,4
20241,11260565,면목본동,CS100010,커피-음료,31,6,4,14
20241,11260570,면목7동,CS100010,커피-음료,31,2,0,9
20241,11260575,면목3·8동,CS100010,커피-음료,46,4,2,20
20241,11260580,상봉1동,CS100010,커피-음료,32,2,3,17
20241,11260590,상봉2동,CS100010,커피-음료,49,8,1,21
20241,11260600,중화1동,CS100010,커피-음료,21,2,1,3
20241,11260610,중화2동,CS100010,커피-음료,32,2,1,13
20241,11260620,묵1동,CS100010,커피-음료,38,4,4,14
20241,11260630,묵2동,CS100010,커피-음료,30,2,1,7
20241,11260655,망우본동,CS100010,커피-음료,62,9,2,23
20241,11260660,망우3동,CS100010,커피-음료,14,3,2,7
20241,11260680,신내1동,CS100010,커피-음료,39,5,4,25
20241,11260690,신내2동,CS100010,커피-음료,14,0,0,9
20241,11290525,성북동,CS100010,커피-음료,89,9,9,7
20241,11290555,삼선동,CS100010,커피-음료,74,4,4,14
20241,11290575,동선동,CS100010,커피-음료,121,12,9,33
20241,11290580,돈암1동,CS100010,커피-음료,6,1,0,3
20241,11290590,돈암2동,CS100010,커피-음료,12,3,2,4
20241,11290600,안암동,CS100010,커피-음료,93,10,6,42
20241,11290610,보문동,CS100010,커피-음료,33,5,4,4
20241,11290620,정릉1동,CS100010,커피-음료,16,0,0,4
20241,11290630,정릉2동,CS100010,커피-음료,23,2,1,9
20241,11290640,정릉3동,CS100010,커피-음료,21,1,0,4
20241,11290650,정릉4동,CS100010,커피-음료,26,1,0,3
20241,11290660,길음1동,CS100010,커피-음료,11,0,2,13
20241,11290685,길음2동,CS100010,커피-음료,34,3,2,13
20241,11290705,종암동,CS100010,커피-음료,49,3,2,14
20241,11290715,월곡1동,CS100010,커피-음료,25,2,2,13
20241,11290725,월곡2동,CS100010,커피-음료,41,4,2,14
20241,11290760,장위1동,CS100010,커피-음료,18,0,0,7
20241,11290770,장위2동,CS100010,커피-음료,18,0,1,4
20241,11290780,장위3동,CS100010,커피-음료,5,0,1,9
20241,11290810,석관동,CS100010,커피-음료,42,9,3,16
20241,11305534,삼양동,CS100010,커피-음료,16,0,0,6
20241,11305535,미아동,CS100010,커피-음료,37,2,4,10
20241,11305545,송중동,CS100010,커피-음료,53,3,6,15
20241,11305555,송천동,CS100010,커피-음료,44,6,3,9
20241,11305575,삼각산동,CS100010,커피-음료,19,1,0,13
20241,11305595,번1동,CS100010,커피-음료,43,5,6,13
20241,11305603,번2동,CS100010,커피-음료,15,1,2,3
20241,11305608,번3동,CS100010,커피-음료,15,0,0,4
20241,11305615,수유1동,CS100010,커피-음료,23,3,3,13
20241,11305625,수유2동,CS100010,커피-음료,25,1,2,4
20241,11305635,수유3동,CS100010,커피-음료,81,1,7,20
20241,11305645,우이동,CS100010,커피-음료,49,2,0,13
20241,11305660,인수동,CS100010,커피-음료,59,4,4,11
20241,11320511,창1동,CS100010,커피-음료,28,4,0,7
20241,11320512,창2동,CS100010,커피-음료,24,3,0,6
20241,11320513,창3동,CS100010,커피-음료,23,1,1,1
20241,11320514,창4동,CS100010,커피-음료,16,2,0,13
20241,11320515,창5동,CS100010,커피-음료,30,8,6,21
20241,11320521,도봉1동,CS100010,커피-음료,38,5,3,19
20241,11320522,도봉2동,CS100010,커피-음료,30,0,1,4
20241,11320660,쌍문1동,CS100010,커피-음료,29,0,3,4
20241,11320670,쌍문2동,CS100010,커피-음료,29,1,0,11
20241,11320680,쌍문3동,CS100010,커피-음료,19,1,0,8
20241,11320681,쌍문4동,CS100010,커피-음료,9,0,0,5
20241,11320690,방학1동,CS100010,커피-음료,47,2,2,22
20241,11320700,방학2동,CS100010,커피-음료,15,0,0,4
20241,11320710,방학3동,CS100010,커피-음료,17,0,2,5
20241,11350560,월계1동,CS100010,커피-음료,34,0,2,22
20241,11350570,월계2동,CS100010,커피-음료,19,1,0,9
20241,11350580,월계3동,CS100010,커피-음료,26,1,0,5
20241,11350595,공릉1동,CS100010,커피-음료,113,7,7,28
20241,11350600,공릉2동,CS100010,커피-음료,79,11,6,32
20241,11350611,하계1동,CS100010,커피-음료,28,3,0,12
20241,11350612,하계2동,CS100010,커피-음료,3,0,0,0
20241,11350619,중계본동,CS100010,커피-음료,27,3,4,11
20241,11350621,중계1동,CS100010,커피-음료,10,4,3,21
20241,11350624,중계4동,CS100010,커피-음료,24,5,2,12
20241,11350625,중계2·3동,CS100010,커피-음료,9,1,3,14
20241,11350630,상계1동,CS100010,커피-음료,45,2,4,20
20241,11350640,상계2동,CS100010,커피-음료,69,3,6,27
20241,11350665,상계3·4동,CS100010,커피-음료,24,2,0,6
20241,11350670,상계5동,CS100010,커피-음료,33,2,1,12
20241,11350695,상계6·7동,CS100010,커피-음료,29,1,1,17
20241,11350700,상계8동,CS100010,커피-음료,2,1,1,5
20241,11350710,상계9동,CS100010,커피-음료,5,0,0,1
20241,11350720,상계10동,CS100010,커피-음료,8,0,2,4
20241,11380510,녹번동,CS100010,커피-음료,59,6,4,16
20241,11380520,불광1동,CS100010,커피-음료,39,2,0,14
20241,11380530,불광2동,CS100010,커피-음료,23,1,0,5
20241,11380551,갈현1동,CS100010,커피-음료,36,5,8,17
20241,11380552,갈현2동,CS100010,커피-음료,53,2,5,8
20241,11380560,구산동,CS100010,커피-음료,33,2,0,10
20241,11380570,대조동,CS100010,커피-음료,61,3,7,24
20241,11380580,응암1동,CS100010,커피-음료,41,1,2,23
20241,11380590,응암2동,CS100010,커피-음료,19,1,2,6
20241,11380600,응암3동,CS100010,커피-음료,56,1,1,10
20241,11380625,역촌동,CS100010,커피-음료,75,6,13,16
20241,11380631,신사1동,CS100010,커피-음료,29,0,2,9
20241,11380632,신사2동,CS100010,커피-음료,24,2,1,3
20241,11380640,증산동,CS100010,커피-음료,18,2,1,3
20241,11380650,수색동,CS100010,커피-음료,8,0,3,5
20241,11380690,진관동,CS100010,커피-음료,78,5,4,23
20241,11410520,천연동,CS100010,커피-음료,22,2,1,2
20241,11410555,북아현동,CS100010,커피-음료,20,5,2,11
20241,11410565,충현동,CS100010,커피-음료,84,7,4,22
20241,11410585,신촌동,CS100010,커피-음료,217,16,13,85
20241,11410615,연희동,CS100010,커피-음료,146,6,9,13
20241,11410620,홍제1동,CS100010,커피-음료,23,3,3,8
20241,11410640,홍제3동,CS100010,커피-음료,27,1,2,7
20241,11410655,홍제2동,CS100010,커피-음료,10,3,0,8
20241,11410660,홍은1동,CS100010,커피-음료,22,0,0,7
20241,11410685,홍은2동,CS100010,커피-음료,31,7,8,13
20241,11410690,남가좌1동,CS100010,커피-음료,7,0,0,6
20241,11410700,남가좌2동,CS100010,커피-음료,56,2,1,21
20241,11410710,북가좌1동,CS100010,커피-음료,7,0,0,5
20241,11410720,북가좌2동,CS100010,커피-음료,35,2,7,10
20241,11440555,아현동,CS100010,커피-음료,39,3,0,19
20241,11440565,공덕동,CS100010,커피-음료,67,4,4,21
20241,11440585,도화동,CS100010,커피-음료,36,2,2,26
20241,11440590,용강동,CS100010,커피-음료,57,8,4,20
20241,11440600,대흥동,CS100010,커피-음료,77,6,4,21
20241,11440610,염리동,CS100010,커피-음료,40,4,0,14
20241,11440630,신수동,CS100010,커피-음료,46,2,4,5
20241,11440655,서강동,CS100010,커피-음료,132,6,6,19
20241,11440660,서교동,CS100010,커피-음료,660,37,29,100
20241,11440680,합정동,CS100010,커피-음료,156,7,8,27
20241,11440690,망원1동,CS100010,커피-음료,147,9,12,15
20241,11440700,망원2동,CS100010,커피-음료,76,3,8,10
20241,11440710,연남동,CS100010,커피-음료,327,11,10,13
20241,11440720,성산1동,CS100010,커피-음료,69,4,2,6
20241,11440730,성산2동,CS100010,커피-음료,50,3,1,15
20241,11440740,상암동,CS100010,커피-음료,144,13,10,61
20241,11470510,목1동,CS100010,커피-음료,68,2,6,48
20241,11470520,목2동,CS100010,커피-음료,33,3,6,11
20241,11470530,목3동,CS100010,커피-음료,31,3,4,10
20241,11470540,목4동,CS100010,커피-음료,35,3,6,12
20241,11470550,목5동,CS100010,커피-음료,22,0,0,15
20241,11470560,신월1동,CS100010,커피-음료,22,2,0,8
20241,11470570,신월2동,CS100010,커피-음료,19,1,0,1
20241,11470580,신월3동,CS100010,커피-음료,13,0,0,7
20241,11470590,신월4동,CS100010,커피-음료,19,3,1,3
20241,11470600,신월5동,CS100010,커피-음료,19,0,0,5
20241,11470610,신월6동,CS100010,커피-음료,18,2,1,4
20241,11470611,신월7동,CS100010,커피-음료,8,5,3,9
20241,11470620,신정1동,CS100010,커피-음료,31,0,0,14
20241,11470630,신정2동,CS100010,커피-음료,28,0,5,8
20241,11470640,신정3동,CS100010,커피-음료,29,0,1,16
20241,11470650,신정4동,CS100010,커피-음료,81,11,9,22
20241,11470670,신정6동,CS100010,커피-음료,16,0,0,10
20241,11470680,신정7동,CS100010,커피-음료,22,5,1,16
20241,11500510,염창동,CS100010,커피-음료,51,0,1,25
20241,11500520,등촌1동,CS100010,커피-음료,56,4,2,21
20241,11500530,등촌2동,CS100010,커피-음료,18,0,0,10
20241,11500535,등촌3동,CS100010,커피-음료,41,11,4,27
20241,11500540,화곡1동,CS100010,커피-음료,51,3,5,22
20241,11500550,화곡2동,CS100010,커피-음료,14,0,0,3
20241,11500560,화곡3동,CS100010,커피-음료,32,2,4,7
20241,11500570,화곡4동,CS100010,커피-음료,27,2,2,7
20241,11500590,화곡본동,CS100010,커피-음료,34,4,4,6
20241,11500591,화곡6동,CS100010,커피-음료,40,8,3,22
20241,11500593,화곡8동,CS100010,커피-음료,29,5,4,16
20241,11500603,가양1동,CS100010,커피-음료,198,21,21,91
20241,11500604,가양2동,CS100010,커피-음료,1,0,0,5
20241,11500605,가양3동,CS100010,커피-음료,6,0,0,3
20241,11500611,발산1동,CS100010,커피-음료,90,7,8,48
20241,11500615,우장산동,CS100010,커피-음료,38,5,2,19
20241,11500620,공항동,CS100010,커피-음료,47,9,4,16
20241,11500630,방화1동,CS100010,커피-음료,49,2,5,21
20241,11500640,방화2동,CS100010,커피-음료,53,4,1,17
20241,11500641,방화3동,CS100010,커피-음료,18,0,1,8
20241,11530510,신도림동,CS100010,커피-음료,60,7,3,24
20241,11530520,구로1동,CS100010,커피-음료,13,0,0,4
20241,11530530,구로2동,CS100010,커피-음료,51,3,3,17
20241,11530540,구로3동,CS100010,커피-음료,95,9,7,82
20241,11530550,구로4동,CS100010,커피-음료,22,8,6,14
20241,11530560,구로5동,CS100010,커피-음료,60,2,5,41
20241,11530595,가리봉동,CS100010,커피-음료,9,0,0,2
20241,11530720,고척1동,CS100010,커피-음료,37,10,8,19
20241,11530730,고척2동,CS100010,커피-음료,27,3,1,5
20241,11530740,개봉1동,CS100010,커피-음료,35,3,2,12
20241,11530750,개봉2동,CS100010,커피-음료,24,1,2,13
20241,11530760,개봉3동,CS100010,커피-음료,24,2,1,8
20241,11530770,오류1동,CS100010,커피-음료,19,2,1,8
20241,11530780,오류2동,CS100010,커피-음료,24,3,3,14
20241,11530790,수궁동,CS100010,커피-음료,13,0,1,12
20241,11530800,항동,CS100010,커피-음료,11,2,2,12
20241,11545510,가산동,CS100010,커피-음료,201,19,16,145
20241,11545610,독산1동,CS100010,커피-음료,58,3,6,31
20241,11545620,독산2동,CS100010,커피-음료,15,2,3,12
20241,11545630,독산3동,CS100010,커피-음료,33,6,5,9
20241,11545640,독산4동,CS100010,커피-음료,16,2,1,13
20241,11545670,시흥1동,CS100010,커피-음료,49,5,5,30
20241,11545680,시흥2동,CS100010,커피-음료,6,1,1,4
20241,11545690,시흥3동,CS100010,커피-음료,15,1,1,4
20241,11545700,시흥4동,CS100010,커피-음료,10,1,0,2
20241,11545710,시흥5동,CS100010,커피-음료,16,0,2,8
20241,11560515,영등포본동,CS100010,커피-음료,31,4,2,18
20241,11560535,영등포동,CS100010,커피-음료,85,5,5,60
20241,11560540,여의동,CS100010,커피-음료,272,18,10,148
20241,11560550,당산1동,CS100010,커피-음료,97,3,4,29
20241,11560560,당산2동,CS100010,커피-음료,72,5,7,30
20241,11560585,도림동,CS100010,커피-음료,29,2,4,2
20241,11560605,문래동,CS100010,커피-음료,105,4,5,30
20241,11560610,양평1동,CS100010,커피-음료,53,5,4,20
20241,11560620,양평2동,CS100010,커피-음료,65,10,6,31
20241,11560630,신길1동,CS100010,커피-음료,18,0,0,6
20241,11560650,신길3동,CS100010,커피-음료,13,6,3,9
20241,11560660,신길4동,CS100010,커피-음료,10,1,1,3
20241,11560670,신길5동,CS100010,커피-음료,12,0,2,3
20241,11560680,신길6동,CS100010,커피-음료,30,0,1,12
20241,11560690,신길7동,CS100010,커피-음료,13,0,1,8
20241,11560700,대림1동,CS100010,커피-음료,15,0,1,9
20241,11560710,대림2동,CS100010,커피-음료,17,3,1,11
20241,11560720,대림3동,CS100010,커피-음료,30,0,1,12
20241,11590510,노량진1동,CS100010,커피-음료,63,8,5,29
20241,11590520,노량진2동,CS100010,커피-음료,26,0,2,6
20241,11590530,상도1동,CS100010,커피-음료,63,4,3,22
20241,11590540,상도2동,CS100010,커피-음료,27,2,0,16
20241,11590550,상도3동,CS100010,커피-음료,30,1,2,10
20241,11590560,상도4동,CS100010,커피-음료,27,2,1,7
20241,11590605,흑석동,CS100010,커피-음료,59,2,4,20
20241,11590620,사당1동,CS100010,커피-음료,67,8,6,11
20241,11590630,사당2동,CS100010,커피-음료,31,3,2,21
20241,11590640,사당3동,CS100010,커피-음료,33,1,2,9
20241,11590650,사당4동,CS100010,커피-음료,16,2,0,9
20241,11590651,사당5동,CS100010,커피-음료,15,0,0,3
20241,11590660,대방동,CS100010,커피-음료,48,3,2,12
20241,11590670,신대방1동,CS100010,커피-음료,25,1,1,7
20241,11590680,신대방2동,CS100010,커피-음료,48,1,2,25
20241,11620525,보라매동,CS100010,커피-음료,41,5,6,11
20241,11620545,청림동,CS100010,커피-음료,13,0,0,5
20241,11620565,성현동,CS100010,커피-음료,29,1,1,0
20241,11620575,행운동,CS100010,커피-음료,46,2,4,10
20241,11620585,낙성대동,CS100010,커피-음료,77,2,5,18
20241,11620595,청룡동,CS100010,커피-음료,62,12,5,28
20241,11620605,은천동,CS100010,커피-음료,42,4,6,11
20241,11620615,중앙동,CS100010,커피-음료,32,4,4,12
20241,11620625,인헌동,CS100010,커피-음료,40,5,2,7
