기준_년분기_코드,행정동_코드,행정동_코드_명,서비스_업종_코드,서비스_업종_코드_명,당월_매출_금액,당월_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수
20241,11710670,잠실2동,CS100010,커피-음료,2754684562,430859,1838981518,915703044,299314067,384217544,373354229,386190167,395905511,559414725,356288319,0,420312962,955295202,877078674,459072479,42925245,983175656,1698493097,46857071,303930241,606037196,1052150387,497617596,175076261,297249,133610,48570,59464,63017,60279,65919,83749,49861,0,74328,141018,137110,72281,6122,150198,275004,9667,48503,97941,165131,77578,26381
20241,11710680,잠실3동,CS100010,커피-음료,1444215258,231459,949128390,495086868,175141855,180035705,189813186,202869069,201268575,254289722,240797146,0,185228933,513483744,443981035,284844817,16676729,601929644,809743665,6736296,178120650,388727389,363841729,236755270,237491976,153903,77556,30504,29979,30801,29942,32677,39502,38054,0,42479,74074,67699,44302,2905,106770,120988,1655,33838,68633,59772,35444,28418
20241,11710690,잠실4동,CS100010,커피-음료,103327601,19039,78063858,25263743,13192381,14707681,16206656,18073551,15883589,16901363,8362380,0,27058782,38147670,30306740,7814409,0,35719930,57159377,710790,5765000,20905632,44177341,15025931,6294614,13504,5535,2515,2521,2745,2934,2789,3533,2002,0,5325,6579,5465,1670,0,7173,11032,150,1375,4469,8189,2900,1118
20241,11710710,잠실6동,CS100010,커피-음료,6613394008,733424,5069279516,1544114492,902855199,1025700493,1040969842,1074946184,1024807798,848425698,695688794,1566834,1177254083,2619532228,1630201010,1075369839,109470014,2686343522,3156472505,24171941,1052394697,1999070772,1313817192,948397466,504963957,584232,149192,108100,120473,119501,121720,114438,81137,68055,121,190395,261662,170003,101480,9763,327429,350003,2976,130141,232359,145307,112897,53752
20241,11710720,잠실7동,CS100010,커피-음료,43112548,2262,25819818,17292730,3082536,6355941,6814028,5024629,4542684,13189044,4103686,0,11351940,17975088,12005666,1779854,0,12392176,16557885,0,305391,3311569,6508636,9662748,9161716,1602,660,181,371,420,353,277,364,296,0,354,1049,792,67,0,668,1117,0,19,267,429,515,554
20241,11740515,강일동,CS100010,커피-음료,778231027,127327,640112614,138118413,101632783,124332872,128515235,149493871,136137853,75569673,62548740,0,248038184,276829851,155385243,86237791,11739958,442956310,294619878,1950619,78208309,272700456,234187012,104056082,46473713,109313,18014,19162,20951,22650,24404,22146,9974,8040,0,53445,39339,21648,11579,1316,80991,43677,395,15350,48478,32280,19667,8498
20241,11740520,상일동,CS100010,커피-음료,938968138,117921,831103690,107864448,157474140,184822759,167810591,176812285,144183915,73155671,34708777,0,292987150,377803233,217769278,50140412,268065,388950189,468082547,671904,58719929,174144621,272216383,188766803,162513097,104941,12980,20845,21938,22594,22457,17107,9143,3837,0,37593,46654,26597,7065,12,50353,63612,141,10137,24419,32783,25183,21305
20241,11740530,명일1동,CS100010,커피-음료,1573779855,169079,800181742,773598113,92655742,157784192,181666748,153330645,214744415,306281979,467316134,88624,362695089,434915771,424154305,310745936,41180130,669706845,839170411,7974903,120826234,298919548,375611240,349085330,356459999,87393,81686,13262,16244,19269,17827,20791,31387,50299,5,41105,51990,44208,29509,2262,71180,95895,1919,18485,35019,41486,38222,31940
20241,11740540,명일2동,CS100010,커피-음료,1929356285,327413,1330383469,598972816,247951638,260622767,273229789,273999128,274580147,335573423,263399393,661058,249221131,620684795,551261372,446313736,61214193,777383802,1102504775,84926766,238120928,348104587,644154446,362308708,202273138,227656,99757,42603,45061,47617,45731,46644,56124,43633,48,49819,96785,95269,75603,9889,144919,179546,19275,46442,63517,102807,61870,30553
20241,11740550,고덕1동,CS100010,커피-음료,26249472,4104,20795843,5453629,3772453,3759652,3632619,4201203,5429916,1636420,3817209,37841,4554494,10091012,7046647,4311340,208138,13520578,11745734,967283,1310086,5269105,8080427,6365063,3274348,3168,936,684,578,543,585,778,277,659,10,1003,1386,1106,567,32,2242,1810,26,253,1041,1258,804,670
20241,11740560,고덕2동,CS100010,커피-음료,91748400,8981,58213701,33534699,10500666,10056818,13852690,13116673,10686854,17789916,15744783,0,12273329,24995441,27669236,23987050,2823344,35887899,53814685,2444271,16051003,25285717,24293382,12867353,8760860,5857,3124,1203,1072,1279,1194,1109,1603,1521,0,1559,2327,2640,2193,262,3846,4911,190,1711,2488,2308,1293,769
20241,11740570,암사1동,CS100010,커피-음료,303806567,45663,195854909,107951658,33568862,39624239,35636070,44226923,42798815,67120012,40831646,205540,51461194,91125951,90500265,68076475,2437142,148062700,143128912,1538781,37103010,79951731,59969810,66293359,46334917,29868,15795,5757,5846,5800,5925,6540,9130,6665,30,7350,14558,14287,9064,374,23412,21270,247,6257,14192,9578,9293,5114
20241,11740580,암사2동,CS100010,커피-음료,232644125,40866,162293784,70350341,32467889,32438355,31031050,32476922,33879568,37511716,32838625,213498,30432100,67174396,64846334,56902889,13074908,105340542,107962879,2350171,29415955,65700067,43229064,40462108,32146061,28605,12261,5653,5919,5649,5660,5724,6513,5748,43,7371,11589,10520,9755,1588,20023,19291,422,5752,12871,8494,6871,4899
20241,11740590,암사3동,CS100010,커피-음료,374973166,67190,257811787,117161379,46100218,51648240,53682184,48329512,58051633,68201470,48959909,62587,68731296,125992425,112876845,61411339,5898674,151929027,204620180,4894240,29098765,79794091,144319454,67820695,30621965,46229,20961,8743,9321,9502,8827,9836,11645,9316,20,13276,21212,20025,11227,1430,31073,34435,1026,6047,15026,24369,13073,5969
20241,11740600,천호1동,CS100010,커피-음료,467056278,65287,305796842,161259436,59654650,56486779,63559735,57035282,69060396,88359629,72899807,14436020,55787896,120283752,112014696,117293720,47240194,218099347,241734225,5586394,84040332,138881238,97688817,80101877,53534915,44129,21158,8242,8747,8966,8398,9776,11336,9822,1601,10792,16675,16238,15116,4865,30967,33881,853,11886,20942,14237,10619,6313
20241,11740610,천호2동,CS100010,커피-음료,1566058322,264508,1076237654,489820668,190736466,233408823,207674981,215911910,228505474,276661849,213158819,13823021,196049826,397455698,387978500,445396454,125354823,752250119,740596569,24069268,375666551,476773955,235226022,208012981,173097912,181603,82905,33951,34803,36679,36612,39558,45174,37731,1428,46679,71858,65571,62517,16455,134048,126836,3705,63495,86025,43412,38444,25807
20241,11740620,천호3동,CS100010,커피-음료,344533737,37989,222223548,122310189,39276791,41548270,45211103,43106830,53080554,65967968,56342221,6394889,40207060,75162302,84596270,100130312,38042904,158615477,184113081,3407347,102242328,112435233,52444987,49298623,22900043,24984,13005,4858,4586,4976,4985,5579,6793,6212,207,5659,9406,10516,9770,2431,17981,19920,363,11035,11822,6342,5550,2789
20241,11740640,성내1동,CS100010,커피-음료,1203979213,157200,838251489,365727724,160596259,157007097,165949636,168538186,186160311,185145345,180582379,322216,195260018,443699926,326249580,209525839,28921634,502182127,619645335,5601844,172686195,370049987,267837120,195624314,110028004,113546,43654,21447,22365,22888,23337,23509,22098,21556,44,34739,54503,39742,25582,2590,69755,80547,839,26441,51840,34496,23419,13267
20241,11740650,성내2동,CS100010,커피-음료,576431465,74007,384831930,191599535,64921307,65983383,79106805,82389704,92430731,107936681,83662854,715871,59322915,177062331,155972163,154867015,28491170,283266089,279728491,4133513,111394396,198851932,107072241,80881147,60661351,50601,23406,9027,9438,10112,10101,11923,12926,10480,189,9946,21354,20047,18540,3931,38442,34914,515,15326,25946,14316,9739,7511
20241,11740660,성내3동,CS100010,커피-음료,987854643,129681,602621329,385233314,102275222,121320931,122449836,126720181,129855159,135921091,249312223,4160394,147594218,351912578,275091791,185067168,24028494,391523306,482875483,6645710,135039182,246637945,194036444,167686035,124353473,85818,43863,15373,17515,17274,17627,18029,17493,26370,34,23729,45221,33603,24113,2981,56805,65572,1045,19702,37078,26926,22237,15393
20241,11740685,길동,CS100010,커피-음료,2603415617,366640,1839332769,764082848,349709776,340724907,348498762,420116735,380282589,414179580,349903268,6870830,424862664,814852976,630715494,555654809,170458844,1185373014,1129851540,11729626,403778446,709612826,501991740,410667316,277444594,258015,108625,50011,50865,49728,52845,54566,56898,51727,919,68240,106337,88736,80683,21725,186530,164537,2260,64934,109058,75716,62256,36848
20241,11740700,둔촌2동,CS100010,커피-음료,634176909,76158,430481147,203695762,71934221,84965983,86716773,94722901,92141269,110568689,93127073,202439,73751439,232407552,169121093,138888416,19805970,249978129,336818125,2297613,92369911,152527622,132875406,115145038,91580660,52855,23303,9541,10546,10797,10818,11153,12195,11108,81,13039,25553,19882,15440,2163,34440,38604,404,12625,19170,17350,12879,10610
20242,11110515,청운효자동,CS100010,커피-음료,5583865051,365851,3797831917,1786033134,853896599,853808809,705148707,677324456,707653346,913189014,872844120,0,342651117,1432029067,1756978500,1693377303,358829064,2060167774,3142516202,25439186,1238414344,1352735074,889685981,1310877634,385531757,239726,126125,40299,44284,50924,49590,54629,68161,57964,0,47737,117187,129855,69342,1730,115749,234502,2534,95379,111088,62222,52412,26605
20242,11110530,사직동,CS100010,커피-음료,12889521729,1284394,9666713794,3222807935,1654885853,2011663606,1813380767,2025562084,2161221484,1913883566,1308924369,99625655,1862111575,5248992619,3225146288,1969999862,483645730,4328876356,6747539198,69172915,2458151194,3735531830,2384867436,1608293483,820398691,1041525,242869,190801,220597,193890,211027,225210,138210,104659,1850,313451,526000,273739,157491,11863,486811,700937,10544,270963,402825,261931,166610,74885
20242,11110540,삼청동,CS100010,커피-음료,10520197774,594673,6148146594,4372051180,941777985,1042856953,1279844892,1360743930,1522922834,2339562691,2032488489,0,600604065,3774100317,3497754086,2557665010,90074296,3884911981,5766383983,53308501,1766326602,2562420399,2189154256,1858141512,1221944694,350132,244541,58098,60045,73668,75989,82332,132491,112050,0,41063,201614,212662,134509,4825,214345,351855,4957,124705,170725,112981,94011,58817
20242,11110550,부암동,CS100010,커피-음료,914329839,75814,571142002,343187837,73811296,96871315,152319314,123565697,124574380,175729419,167458418,2332703,58710368,288702098,368066374,171543002,24975294,308829722,553384711,16261072,227940130,206476498,146501499,175821257,89213976,58930,16884,10298,12879,13743,12175,9835,8814,8070,80,11153,27266,25989,10169,1157,28738,45295,3038,28706,11656,10585,15001,5050
20242,11110560,평창동,CS100010,커피-음료,318582342,30703,223119805,95462537,50777272,28646203,43470424,40202253,60023653,53975232,41487305,0,18026707,127723459,76006365,90294903,6530908,138439725,148913089,5692463,39202426,47646485,68169277,72492049,54150114,21922,8781,4814,3410,4460,3986,5252,5493,3288,0,2624,11396,7194,8593,896,14409,14089,853,4301,5315,7647,6337,4040
20242,11110570,무악동,CS100010,커피-음료,59679970,7649,45852148,13827822,7029696,9899943,10332960,10413271,8176278,9520640,4307182,0,10075135,19538822,18321941,11711497,32575,19843442,33388036,1530472,3571503,8643078,10481641,17396315,11608467,5839,1810,958,1203,1312,1254,1112,1175,635,0,1334,2439,2295,1572,9,2653,4684,247,524,1218,1396,2530,1423
20242,11110580,교남동,CS100010,커피-음료,135947201,19539,129723088,6224113,24957531,28709029,23270013,25797198,26989317,3888029,2336084,0,56158563,53442472,24836395,1509771,0,58293099,63189106,80260,16288007,43901354,22066551,17974445,21171589,19007,532,3821,4286,3256,3718,3926,378,154,0,9579,6538,3170,252,0,8760,9926,15,3237,7121,3366,2500,2447
20242,11110600,가회동,CS100010,커피-음료,4532104887,434192,3187275929,1344828958,446610584,706909856,641601313,654150472,738003704,764778172,580050786,5176188,653443631,1507494360,1595462364,646065639,124462705,1514836526,2418858902,25673330,1015803830,1287933978,759735993,561626586,282921701,329062,105130,54613,68386,63857,68787,73419,59216,45914,53,111416,148057,124242,47537,2887,171747,227193,3452,95854,137224,84545,53690,24165
20242,11110615,종로1·2·3·4가동,CS100010,커피-음료,24422979255,2660153,18959574684,5463404571,3442568133,3807959049,3658604442,3848003588,4202439472,3326866070,2136538501,79718628,3021258515,9186719373,5821928873,4642070635,1671283231,9615026048,10920399297,100306660,3972082083,5713400767,4149997947,3551072496,3048565393,2175894,484259,402639,451413,407885,441829,472128,292931,191328,5157,632289,991095,583303,378418,69891,1229716,1187950,11957,498782,756404,491502,398724,260290
20242,11110630,종로5·6가동,CS100010,커피-음료,2802076055,415142,2356512908,445563147,451013686,491109114,443894755,442939941,527555412,285029276,160533871,296462,554029226,1254219958,646914214,309464907,37151288,1078246633,1074825608,9138903,314358712,596013251,465630707,407620181,360310486,351838,63304,66811,74212,66355,70459,74001,41246,22058,7,127475,159374,92543,34574,1169,195644,180441,2009,58384,111779,84349,71408,48145
20242,11110640,이화동,CS100010,커피-음료,4160808672,521719,2804208087,1356600585,463091797,504004401,593968655,594005110,649138124,746253862,610346723,4747292,322912563,1310931025,1186652523,1163402510,172162759,1344413915,2359383404,67687542,1123478492,1126538109,649932166,530283837,205877173,359288,162431,59546,68236,75332,75284,80890,86912,75519,606,67347,159043,142540,133838,18345,192001,311261,9720,156786,159917,83779,67023,26037
20242,11110650,혜화동,CS100010,커피-음료,4680762634,529759,3061489541,1619273093,518199794,571338915,658669826,636447885,676833121,902060701,717212392,16461621,221690799,1378159736,1397639635,1439537777,227273066,1444103295,2996651390,129782575,1843480539,1050694760,561981251,606798108,248017446,363968,165791,64971,69437,75084,75999,78477,90473,75318,2022,49032,158060,152742,145721,22182,191197,328770,16446,215734,122834,65099,72504,27360
20242,11110670,창신1동,CS100010,커피-음료,611370760,91335,423511327,187859433,73709234,86944883,85494766,86778595,90583849,106628920,81230513,0,95206717,170428703,168880103,150593095,26262142,240097883,326686448,5075636,92508261,144054950,112730463,112765998,99649019,65914,25421,12069,13231,12886,13734,13994,13356,12065,0,19242,25296,23701,20040,3056,40204,47683,772,14029,22783,18511,17716,14077
20242,11110680,창신2동,CS100010,커피-음료,147516331,27156,99818770,47697561,16831713,19176770,19796962,19985376,24027949,26230212,21467349,0,24542934,42858286,45418230,30739212,3957669,63279058,75364481,818213,25546245,34236569,21767539,32199835,24075135,18797,8359,3431,3755,3820,3797,3994,4644,3715,0,6690,7596,7310,5126,434,13235,13356,172,4723,6961,4326,6641,3765
20242,11110690,창신3동,CS100010,커피-음료,51293949,6037,37191717,14102232,8600301,6142534,5581652,7293597,9573633,7531238,6570994,0,8113375,17460903,12771242,12948429,0,22438981,24909709,419173,7701800,13547220,9552455,12458547,3669496,4330,1707,1015,711,720,793,1091,895,812,0,993,1863,1674,1507,0,2739,3087,56,1008,1771,1331,1232,429
20242,11110700,숭인1동,CS100010,커피-음료,35879072,4682,26367811,9511261,5740767,4337636,5905112,4006091,6378205,5120425,4390836,0,5570718,8713272,11746576,8909919,938587,13088908,18792623,184298,5015926,7740487,8149930,5696116,5094775,3447,1235,809,531,722,635,750,675,560,0,788,1206,1540,1035,113,1918,2611,47,740,1140,1129,835,635
20242,11110710,숭인2동,CS100010,커피-음료,432042506,74277,298540257,133502249,50181601,63042050,60098259,60392935,64825412,69146479,64355770,0,80032424,154638408,123333963,71069693,2968018,197604617,203682185,4593554,74860069,91235345,72295179,81024490,77278163,51938,22339,9180,10442,10276,10652,11388,11288,11051,0,15939,24218,20940,12638,542,37024,34436,959,13724,17578,11783,14826,12589
20242,11140520,소공동,CS100010,커피-음료,18613704166,1591085,17450955919,1162748247,3313053724,3662000228,2781271933,4196378575,3498251459,716832745,445915502,5012088,3424213948,9568570119,3451366601,1850693000,313848410,10528640289,5041700131,31603122,1428066615,3902023068,5906334057,3180357974,1121955582,1470409,120676,282528,315066,260718,297170,314927,70989,49687,330,511087,713348,257237,101495,7588,756160,662184,5828,226192,474709,381594,253448,76577
20242,11140540,회현동,CS100010,커피-음료,10199238863,1524208,9258600428,940638435,1667211580,1983503967,1705778084,1913546618,1988560179,666938992,273699443,3107047,2330388442,5266845544,1932672287,582917563,83307980,3783859958,4062997100,11596671,888632304,2563869179,2196185232,1303762289,882811392,1375708,148500,257461,291980,254061,280413,291793,101308,47192,454,500132,700172,261167,58444,3839,679106,709176,2725,182800,493475,371393,217853,120039
20242,11140550,명동,CS100010,커피-음료,24983509213,2897198,20578703637,4404805576,3799096223,4332606836,3743829040,4196056382,4507115156,2475632798,1929172778,3621584,4633581348,10605888055,5449034431,3683429035,607954760,9005373244,10878194501,139649247,3809746860,6231029420,4887386892,3233909644,1581845675,2454223,442975,469232,518219,444563,498530,523679,244914,198061,562,826899,1128053,562145,333812,45727,1248922,1343082,18328,499462,860061,638811,406580,168771
20242,11140570,필동,CS100010,커피-음료,4914248574,758420,4124033036,790215538,784203719,837679322,775625148,869657794,856867053,516704293,273511245,5719557,864963829,2056605902,1051377131,789878369,145703786,1878520424,2337922774,97170223,1357040047,1077070634,713201636,656322318,315638346,650725,107695,126245,137286,121276,136785,129133,67080,40615,104,197941,289335,157825,98917,14298,317613,387535,17259,247664,172843,112997,107522,46859
20242,11140580,장충동,CS100010,커피-음료,712855939,84246,509207501,203648438,91254627,110567159,105064451,99889844,102431420,109657222,93991216,0,83309265,282414530,178081936,149730624,19319584,268429263,378642282,6572160,155244569,176414660,113199518,114976797,80663842,61663,22583,11393,13111,12065,12583,12511,11880,10703,0,14538,30608,21267,16089,1744,32296,47528,970,23623,24202,12590,10859,7581
20242,11140590,광희동,CS100010,커피-음료,3077841519,399897,2304501312,773340207,411076035,471343377,438790404,482865146,500426350,412435921,360904286,106494127,428753237,948673690,672090672,626359794,295469999,1357362681,1422784141,31288100,694743156,840324662,525004580,451226775,237559547,322831,77066,60375,66936,60499,65766,69255,41983,35083,7496,97530,129524,80426,61435,23486,187762,190519,3685,89174,125502,72171,55413,32336
20242,11140605,을지로동,CS100010,커피-음료,5109289610,620832,4228113631,881175979,711696603,889918639,815728810,866621964,944147615,546977341,334198638,15277941,802789706,2047524940,932681976,996555532,314459515,2022046973,2317169196,16327297,1024339785,1344560999,961685069,663760742,328542272,530148,90684,98245,112657,96646,106448,116152,51380,39304,93,181918,249966,108959,74160,5736,287773,286564,1555,109910,170944,139992,108171,43758
20242,11140615,신당동,CS100010,커피-음료,1083014368,221581,910108567,172905801,187212268,190905560,176812319,192441480,162736940,75031791,97874010,113460823,201363041,250046977,150506584,204190607,163446336,455319210,563260773,8500655,209750309,331854215,235299731,166757185,66417889,186233,35348,37349,38898,37613,39913,32460,14827,20521,19937,50335,46042,29104,41186,34977,98066,117755,1949,45467,69509,51220,34549,13129
20242,11140625,다산동,CS100010,커피-음료,596361965,69432,411011743,185350222,69755318,81441887,80171611,85623098,94019829,104346475,81003747,0,62099790,195627425,148314041,159310644,31010065,225977353,331028182,6332099,115062507,177562198,99578470,90948682,67521578,50261,19171,9139,9985,9951,10445,10741,10460,8711,0,10198,22196,17345,16702,2991,27591,38720,774,15418,22591,11524,9449,6555
20242,11140635,약수동,CS100010,커피-음료,406641056,55339,267408738,139232318,54172312,47452528,38333130,62724910,64725858,70447775,68784543,759109,41507003,135918568,107816365,103697068,16942943,168132573,221581062,5223414,68450261,123951285,73307791,60003044,58777841,38192,17147,7620,7117,6218,8578,8659,8632,8515,75,8249,17317,14671,12697,2330,25098,28652,801,10780,16888,9426,8748,7108
20242,11140645,청구동,CS100010,커피-음료,293706780,38128,186400450,107306330,36913237,23728142,38563707,40822999,46372365,45984167,61322163,0,30964582,107387056,85982498,65569935,3802709,111790958,170505000,1583389,52548889,104108102,55952864,49267440,18835276,26665,11463,5007,4069,5496,5911,6182,5309,6154,0,6506,13494,9918,7704,506,16725,20148,312,6927,13482,6879,6470,2802
20242,11140650,신당5동,CS100010,커피-음료,102027091,14298,70114558,31912533,11855565,13302487,14834038,13480404,16642064,16316340,15596193,0,12424324,28458849,26178884,30387080,4577954,39004643,58600594,439690,29496304,27849072,13844158,14178269,11797748,9960,4338,1769,1949,2047,1893,2302,2161,2177,0,2004,4151,3795,3719,629,5598,8333,73,4433,4184,1893,1976,1372
20242,11140665,동화동,CS100010,커피-음료,161295624,15754,108007612,53288012,22732762,17255164,21814160,19002050,27203476,30185782,23102230,1273100,14176271,53840565,52417830,37576833,2011025,46811259,106306199,1027958,32303355,35488630,20769326,24515665,39012526,10817,4937,2026,1848,2378,2013,2552,2613,2324,467,2438,4545,4332,3414,558,6311,9025,240,2936,3953,2923,3020,2264
20242,11140670,황학동,CS100010,커피-음료,820588327,151977,563228501,257359826,98402216,111137747,118060060,115197557,120430921,127797456,129562370,222137,135258742,301907892,187561090,160694086,34944380,346934641,393031624,2125696,99505697,212979120,190177401,141390567,93787786,106597,45380,20022,20609,21854,21007,23105,23891,21489,46,36547,44909,36384,27176,6915,69678,75582,399,24004,45673,35911,24832,14444
20242,11140680,중림동,CS100010,커피-음료,815904117,107534,685201163,130702954,121912007,148253308,128848612,139717710,146469526,84475211,46227743,0,132719268,426353955,139515584,105632677,11682633,322240897,383922274,4004561,109163157,222669982,164170315,143879886,62275267,91853,15681,17298,19640,17448,18315,19152,9506,6175,0,26994,50077,17785,11418,1260,46219,54117,637,17141,33565,22647,18748,7589
20242,11170510,후암동,CS100010,커피-음료,1300422722,150549,986922626,313500096,193623213,194737875,187696619,209814597,201050322,155749993,157750103,0,114928374,638463859,297411146,237047493,12571850,499057793,620667430,10470267,248761312,411684308,229289450,149896268,69623622,114169,36380,22547,22688,21147,23811,23976,18414,17966,0,20236,68168,34856,26001,1288,64407,73965,1737,29139,50864,28168,19982,8482
20242,11170520,용산2가동,CS100010,커피-음료,1266555051,91245,640985970,625569081,105262050,96712258,149726362,126110562,163174738,344265853,281303228,16270966,36731396,230409888,406319427,482154702,94668672,494949608,751785776,8780325,515782024,436493359,137051779,99308069,49319828,48420,42825,7849,7767,11290,9939,11575,22450,20375,606,3965,20645,34058,28553,3418,37607,52993,778,33127,31627,11821,8616,4632
20242,11170530,남영동,CS100010,커피-음료,3717393131,390716,2976604871,740788260,533687745,613401342,561072064,604525615,663918105,409099225,331689035,19316202,530899267,1331160339,722006251,754456213,359554859,1266296905,1603376353,17406226,798215089,946073528,598764053,378156153,131058207,318329,72387,59462,66263,59028,64584,68992,38639,33748,238,97395,140913,78308,64464,9398,168702,172897,2561,90850,121654,63664,46916,15948
20242,11170555,청파동,CS100010,커피-음료,2568169383,441520,1962872711,605296672,383932275,425422154,391857393,407204300,354456589,249606601,355690071,6812640,370340923,936261751,613258593,580649387,60846089,721992273,1663340756,90586945,1020838571,504109538,356564413,309841669,103391881,354571,86949,72461,79853,69726,73146,59385,37422,49527,1172,83902,156882,105669,84931,8964,111305,319746,20671,215099,78298,49339,52433,15210
20242,11170560,원효로1동,CS100010,커피-음료,1170160607,176639,913416060,256744547,169198446,172012979,182841882,186247018,203115735,127092025,129652522,4022251,218444111,494329451,274602654,162173294,16588846,489524717,509539710,9705424,208290296,338477940,201987369,177815754,62787641,137898,38741,27205,27658,25629,27989,29417,20200,18541,80,49920,65815,37993,21067,1764,79660,82391,1960,33331,57327,32756,27301,9368
20242,11170570,원효로2동,CS100010,커피-음료,539152352,73107,449151953,90000399,79582302,89369837,84569075,91919006,103711733,49373218,40627181,138798,120413404,246490900,94990883,72018201,5100166,223718147,185050619,2496943,67834698,125444464,85877935,74397518,52717213,59757,13350,11249,12128,11268,12086,13026,7046,6304,23,18185,30286,13849,10246,518,33466,28747,451,11752,19555,13073,10241,7143
20242,11170580,효창동,CS100010,커피-음료,212272102,28259,162411702,49860400,29685868,30639507,32846440,34251377,34988510,28515666,21344734,142900,57107285,68056830,58268874,28018224,677989,63901103,132369882,866415,39398400,60397184,41697377,34169253,19742358,21849,6410,3972,4392,4340,4341,4804,3633,2777,6,9351,8121,7401,3306,74,9045,18074,161,6100,8411,5468,4579,2401
20242,11170590,용문동,CS100010,커피-음료,165015672,21845,123461406,41554266,16585303,19361503,37365970,24159236,25989394,24633044,16921222,111440,19882115,48051389,43866503,46716569,6387656,60230200,81093890,853175,31503766,50502553,19538379,19558354,19367859,16272,5573,2546,2873,3604,3582,3667,3314,2259,2,4567,6458,6117,4203,498,9167,11080,109,3995,7622,3133,2922,2466
20242,11170625,한강로동,CS100010,커피-음료,5836586647,602720,4676403335,1160183312,808858289,1005838093,842423182,1082292405,936991366,699911149,460272163,8039462,839280946,2670014173,1363927006,816786597,138538463,1953851945,2151670185,26684237,844084700,1515764730,869404991,540422377,309161104,485051,117669,91266,100980,92719,97236,102850,71145,46524,433,138523,239160,143018,75039,6547,252067,249436,3659,101608,193113,107181,63314,32644
20242,11170630,이촌1동,CS100010,커피-음료,728139112,141762,456573325,271565787,83742000,86377262,98499753,89679735,98274575,131596912,139968875,0,129329070,241676319,240232656,116901067,0,311206887,389037830,23820475,101085103,194996595,167579332,128683859,84079352,94806,46956,17634,18247,19773,18206,20946,22503,24453,0,32499,43305,43647,22311,0,63911,75775,5691,18241,32642,36433,26841,19835
20242,11170640,이촌2동,CS100010,커피-음료,22980862,1620,16413372,6567490,3935917,4094197,484073,1370914,6528271,3035894,3531596,0,290290,10366978,10138946,1809317,375331,10774966,7584439,0,1165234,3646166,4688544,5323273,3536189,976,644,220,239,77,46,394,289,355,0,25,666,725,183,21,897,667,0,86,430,322,423,304
20242,11170650,이태원1동,CS100010,커피-음료,2804843575,294122,1747235277,1057608298,305623946,354992591,355637631,349642280,381338829,577878752,479729546,72215825,298438074,858373676,898943191,548262492,128610317,1150837164,1394227854,14689592,591796553,993917482,474268495,317943701,152449197,200321,93801,37706,38265,39569,40806,43975,51367,42434,5688,46524,87360,90245,51917,12388,132470,142514,1606,61174,107681,54263,34947,15314
20242,11170660,이태원2동,CS100010,커피-음료,1079390786,61811,614760162,464630624,116601504,53590369,147529560,151291075,145747654,217289844,247340780,21832630,118597817,323379302,280577141,227703824,107300072,458190270,562222467,3346219,293648147,390611106,174862129,117820142,40124994,39163,22648,7618,5405,8371,8805,8964,12013,10635,403,8167,19447,18969,12010,2815,26717,33234,356,15646,21873,11439,7677,2958
20242,11170685,한남동,CS100010,커피-음료,4057615594,349852,2747963103,1309652491,416882152,531049970,588130195,565824306,646076480,755167390,554485101,2909207,434668813,1136794973,1342246406,1015380995,125615200,1332380175,2327051604,21151485,1056753323,1265391025,614474137,435460321,266201481,247370,102482,42194,48458,50969,50945,54804,57349,45133,394,51920,108947,104630,75035,8926,129614,197966,2038,93181,113017,52671,42036,24646
20242,11170690,서빙고동,CS100010,커피-음료,45172685,3509,30485397,14687288,3302212,9132869,5516996,3653014,8880306,4892977,9794311,0,4205015,11889836,21288746,6487677,1301411,16375014,15244261,88904,3708931,7865176,8841753,6247844,4866666,2001,1508,337,431,459,295,479,434,1074,0,354,1207,1208,597,143,1653,1642,10,399,921,933,645,388
20242,11170700,보광동,CS100010,커피-음료,250043492,33627,165394518,84648974,27486993,34819834,39199358,30435494,33452839,54424181,30224793,238603,18827478,99199767,70092171,57222678,4462795,108743685,132543051,2595033,72191511,76064269,34997417,32278397,23160111,23638,9989,4358,5085,4650,4445,5100,5641,4348,41,3641,10947,10169,8127,702,17156,15950,473,7259,11525,4855,5404,3588
